measurement_set_id,sample_index,collector_id,environment,floor,measurement_set_timestamp_utc,sample_timestamp_utc,wdutil_rssi_dbm,wdutil_rssi_effective_dbm,wdutil_noise_dbm,wdutil_noise_effective_dbm,wdutil_tx_rate,unredactor_bssid,phone_gps_asof_timestamp,phone_gps_asof_sample_index,latitude,longitude,phone_gps_asof_altitude_m
f380ec99c77b,0,kevinluo,outdoor,1,2026-04-28 00:17:51.830323+00:00,2026-04-28 00:17:51.897335+00:00,-86,-86.0,-98,-98.0,195.0,a8:3a:79:c4:86:92,2026-04-28 00:17:53+00:00,65.0,37.42892928265223,-122.1719567156378,26.546443939209
f380ec99c77b,1,kevinluo,outdoor,1,2026-04-28 00:17:51.830323+00:00,2026-04-28 00:17:53.081996+00:00,-87,-87.0,-96,-96.0,137.0,a8:3a:79:c4:86:92,2026-04-28 00:17:53+00:00,65.0,37.42892928265223,-122.1719567156378,26.546443939209
f380ec99c77b,2,kevinluo,outdoor,1,2026-04-28 00:17:51.830323+00:00,2026-04-28 00:17:54.269576+00:00,-87,-87.0,-96,-96.0,137.0,a8:3a:79:c4:86:92,2026-04-28 00:17:53+00:00,65.0,37.42892928265223,-122.1719567156378,26.546443939209
bc1771f52562,0,kevinluo,outdoor,1,2026-04-28 00:17:56.832431+00:00,2026-04-28 00:17:56.916453+00:00,-88,-88.0,-96,-96.0,137.0,a8:3a:79:c4:86:92,2026-04-28 00:17:53+00:00,65.0,37.42892928265223,-122.1719567156378,26.546443939209
bc1771f52562,1,kevinluo,outdoor,1,2026-04-28 00:17:56.832431+00:00,2026-04-28 00:17:58.093050+00:00,-89,-89.0,-96,-96.0,68.0,a8:3a:79:c4:86:92,2026-04-28 00:17:53+00:00,65.0,37.42892928265223,-122.1719567156378,26.546443939209
bc1771f52562,2,kevinluo,outdoor,1,2026-04-28 00:17:56.832431+00:00,2026-04-28 00:17:59.290311+00:00,-90,-90.0,-96,-96.0,68.0,a8:3a:79:c4:86:92,2026-04-28 00:17:53+00:00,65.0,37.42892928265223,-122.1719567156378,26.546443939209
929d66842ecb,0,kevinluo,outdoor,1,2026-04-28 00:18:01.833281+00:00,2026-04-28 00:18:01.950869+00:00,-80,-80.0,0,null,0.0,a8:3a:79:c7:75:12,2026-04-28 00:18:08+00:00,66.0,37.42900307998982,-122.1719041702506,31.1454076204035
929d66842ecb,1,kevinluo,outdoor,1,2026-04-28 00:18:01.833281+00:00,2026-04-28 00:18:03.219817+00:00,-82,-82.0,0,null,0.0,a8:3a:79:c7:75:12,2026-04-28 00:18:08+00:00,66.0,37.42900307998982,-122.1719041702506,31.1454076204035
929d66842ecb,2,kevinluo,outdoor,1,2026-04-28 00:18:01.833281+00:00,2026-04-28 00:18:04.389943+00:00,-82,-82.0,0,null,0.0,a8:3a:79:c7:75:12,2026-04-28 00:18:08+00:00,66.0,37.42900307998982,-122.1719041702506,31.1454076204035
83fc1df2df57,0,kevinluo,outdoor,1,2026-04-28 00:18:06.836010+00:00,2026-04-28 00:18:06.916578+00:00,-84,-84.0,0,null,130.0,a8:3a:79:c7:75:12,2026-04-28 00:18:08+00:00,66.0,37.42900307998982,-122.1719041702506,31.1454076204035
83fc1df2df57,1,kevinluo,outdoor,1,2026-04-28 00:18:06.836010+00:00,2026-04-28 00:18:08.116073+00:00,-83,-83.0,0,null,130.0,a8:3a:79:c7:75:12,2026-04-28 00:18:08+00:00,66.0,37.42900307998982,-122.1719041702506,31.1454076204035
83fc1df2df57,2,kevinluo,outdoor,1,2026-04-28 00:18:06.836010+00:00,2026-04-28 00:18:09.308800+00:00,-81,-81.0,0,null,130.0,a8:3a:79:c7:75:12,2026-04-28 00:18:08+00:00,66.0,37.42900307998982,-122.1719041702506,31.1454076204035
993069169aa2,0,kevinluo,outdoor,1,2026-04-28 00:18:11.841080+00:00,2026-04-28 00:18:11.920549+00:00,-82,-82.0,0,null,130.0,a8:3a:79:c7:75:12,2026-04-28 00:18:14+00:00,67.0,37.42908838633749,-122.1719688712335,24.5060691833496
993069169aa2,1,kevinluo,outdoor,1,2026-04-28 00:18:11.841080+00:00,2026-04-28 00:18:13.100105+00:00,-85,-85.0,0,null,130.0,a8:3a:79:c7:75:12,2026-04-28 00:18:14+00:00,67.0,37.42908838633749,-122.1719688712335,24.5060691833496
993069169aa2,2,kevinluo,outdoor,1,2026-04-28 00:18:11.841080+00:00,2026-04-28 00:18:14.305373+00:00,-85,-85.0,0,null,130.0,a8:3a:79:c7:75:12,2026-04-28 00:18:14+00:00,67.0,37.42908838633749,-122.1719688712335,24.5060691833496
e952fba38065,0,kevinluo,outdoor,1,2026-04-28 00:18:16.846169+00:00,2026-04-28 00:18:16.953691+00:00,-80,-80.0,0,null,137.0,a8:3a:79:c7:75:12,2026-04-28 00:18:19+00:00,68.0,37.42907838469867,-122.1719079160454,24.1946067810059
e952fba38065,1,kevinluo,outdoor,1,2026-04-28 00:18:16.846169+00:00,2026-04-28 00:18:18.153215+00:00,-84,-84.0,0,null,137.0,a8:3a:79:c7:75:12,2026-04-28 00:18:19+00:00,68.0,37.42907838469867,-122.1719079160454,24.1946067810059
e952fba38065,2,kevinluo,outdoor,1,2026-04-28 00:18:16.846169+00:00,2026-04-28 00:18:19.357165+00:00,-84,-84.0,0,null,137.0,a8:3a:79:c7:75:12,2026-04-28 00:18:19+00:00,68.0,37.42907838469867,-122.1719079160454,24.1946067810059
52f52e2a64d8,0,kevinluo,outdoor,1,2026-04-28 00:18:21.851327+00:00,2026-04-28 00:18:21.941368+00:00,-77,-77.0,0,null,103.0,a8:3a:79:c7:75:12,2026-04-28 00:18:19+00:00,68.0,37.42907838469867,-122.1719079160454,24.1946067810059
52f52e2a64d8,1,kevinluo,outdoor,1,2026-04-28 00:18:21.851327+00:00,2026-04-28 00:18:23.121229+00:00,-80,-80.0,0,null,103.0,a8:3a:79:c7:75:12,2026-04-28 00:18:25+00:00,69.0,37.42906398402553,-122.1718662486294,24.6606407733634
52f52e2a64d8,2,kevinluo,outdoor,1,2026-04-28 00:18:21.851327+00:00,2026-04-28 00:18:24.312193+00:00,-87,-87.0,0,null,103.0,a8:3a:79:c7:75:12,2026-04-28 00:18:25+00:00,69.0,37.42906398402553,-122.1718662486294,24.6606407733634
f6ddcbbfc031,0,kevinluo,outdoor,1,2026-04-28 00:18:26.851478+00:00,2026-04-28 00:18:26.934878+00:00,-89,-89.0,0,null,51.0,a8:3a:79:c7:75:12,2026-04-28 00:18:25+00:00,69.0,37.42906398402553,-122.1718662486294,24.6606407733634
f6ddcbbfc031,1,kevinluo,outdoor,1,2026-04-28 00:18:26.851478+00:00,2026-04-28 00:18:28.105278+00:00,-89,-89.0,0,null,51.0,a8:3a:79:c7:75:12,2026-04-28 00:18:30+00:00,70.0,37.42905632389859,-122.1718651108272,24.9708214048296
f6ddcbbfc031,2,kevinluo,outdoor,1,2026-04-28 00:18:26.851478+00:00,2026-04-28 00:18:29.277876+00:00,-89,-89.0,0,null,51.0,a8:3a:79:c7:75:12,2026-04-28 00:18:30+00:00,70.0,37.42905632389859,-122.1718651108272,24.9708214048296
7d2b724d3edb,0,kevinluo,indoor,1,2026-04-28 00:18:58.246911+00:00,2026-04-28 00:18:58.324825+00:00,-44,-44.0,0,null,260.0,a8:3a:79:c7:75:12,2026-04-28 00:19:02+00:00,74.0,37.4290119298151,-122.1717897244936,27.0460777282715
7d2b724d3edb,1,kevinluo,indoor,1,2026-04-28 00:18:58.246911+00:00,2026-04-28 00:18:59.508910+00:00,-45,-45.0,0,null,260.0,a8:3a:79:c7:75:12,2026-04-28 00:19:02+00:00,74.0,37.4290119298151,-122.1717897244936,27.0460777282715
7d2b724d3edb,2,kevinluo,indoor,1,2026-04-28 00:18:58.246911+00:00,2026-04-28 00:19:00.713298+00:00,-44,-44.0,0,null,260.0,a8:3a:79:c7:75:12,2026-04-28 00:19:02+00:00,74.0,37.4290119298151,-122.1717897244936,27.0460777282715
4836b542da83,0,kevinluo,indoor,1,2026-04-28 00:19:03.250460+00:00,2026-04-28 00:19:03.325410+00:00,-47,-47.0,0,null,275.0,a8:3a:79:c7:75:12,2026-04-28 00:19:02+00:00,74.0,37.4290119298151,-122.1717897244936,27.0460777282715
4836b542da83,1,kevinluo,indoor,1,2026-04-28 00:19:03.250460+00:00,2026-04-28 00:19:04.527399+00:00,-46,-46.0,0,null,275.0,a8:3a:79:c7:75:12,2026-04-28 00:19:02+00:00,74.0,37.4290119298151,-122.1717897244936,27.0460777282715
4836b542da83,2,kevinluo,indoor,1,2026-04-28 00:19:03.250460+00:00,2026-04-28 00:19:05.715808+00:00,-47,-47.0,0,null,275.0,a8:3a:79:c7:75:12,2026-04-28 00:19:02+00:00,74.0,37.4290119298151,-122.1717897244936,27.0460777282715
e2a3145e24cd,0,kevinluo,indoor,1,2026-04-28 00:19:08.255558+00:00,2026-04-28 00:19:08.329113+00:00,-56,-56.0,0,null,309.0,a8:3a:79:c7:75:12,2026-04-28 00:19:02+00:00,74.0,37.4290119298151,-122.1717897244936,27.0460777282715
e2a3145e24cd,1,kevinluo,indoor,1,2026-04-28 00:19:08.255558+00:00,2026-04-28 00:19:09.519078+00:00,-57,-57.0,0,null,309.0,a8:3a:79:c7:75:12,2026-04-28 00:19:17+00:00,75.0,37.42884242562106,-122.1720179914627,27.3648356874643
e2a3145e24cd,2,kevinluo,indoor,1,2026-04-28 00:19:08.255558+00:00,2026-04-28 00:19:10.702158+00:00,-59,-59.0,0,null,309.0,a8:3a:79:c7:75:12,2026-04-28 00:19:17+00:00,75.0,37.42884242562106,-122.1720179914627,27.3648356874643
da9eb05fcfda,0,kevinluo,indoor,1,2026-04-28 00:19:13.260631+00:00,2026-04-28 00:19:13.334242+00:00,-63,-63.0,0,null,412.0,a8:3a:79:c7:75:12,2026-04-28 00:19:17+00:00,75.0,37.42884242562106,-122.1720179914627,27.3648356874643
da9eb05fcfda,1,kevinluo,indoor,1,2026-04-28 00:19:13.260631+00:00,2026-04-28 00:19:14.515877+00:00,-64,-64.0,0,null,412.0,a8:3a:79:c7:75:12,2026-04-28 00:19:17+00:00,75.0,37.42884242562106,-122.1720179914627,27.3648356874643
da9eb05fcfda,2,kevinluo,indoor,1,2026-04-28 00:19:13.260631+00:00,2026-04-28 00:19:15.708933+00:00,-67,-67.0,0,null,412.0,a8:3a:79:c7:75:12,2026-04-28 00:19:17+00:00,75.0,37.42884242562106,-122.1720179914627,27.3648356874643
e639088383a8,0,kevinluo,indoor,1,2026-04-28 00:19:18.265769+00:00,2026-04-28 00:19:18.342368+00:00,-68,-68.0,0,null,412.0,a8:3a:79:c7:75:12,2026-04-28 00:19:17+00:00,75.0,37.42884242562106,-122.1720179914627,27.3648356874643
e639088383a8,1,kevinluo,indoor,1,2026-04-28 00:19:18.265769+00:00,2026-04-28 00:19:19.528616+00:00,-68,-68.0,0,null,412.0,a8:3a:79:c7:75:12,2026-04-28 00:19:17+00:00,75.0,37.42884242562106,-122.1720179914627,27.3648356874643
e639088383a8,2,kevinluo,indoor,1,2026-04-28 00:19:18.265769+00:00,2026-04-28 00:19:20.716380+00:00,-69,-69.0,0,null,412.0,a8:3a:79:c7:75:12,2026-04-28 00:19:17+00:00,75.0,37.42884242562106,-122.1720179914627,27.3648356874643
9efe467f76c1,0,kevinluo,indoor,1,2026-04-28 00:19:23.266134+00:00,2026-04-28 00:19:23.350276+00:00,-70,-70.0,0,null,292.0,a8:3a:79:c7:75:12,2026-04-28 00:19:17+00:00,75.0,37.42884242562106,-122.1720179914627,27.3648356874643
9efe467f76c1,1,kevinluo,indoor,1,2026-04-28 00:19:23.266134+00:00,2026-04-28 00:19:24.526940+00:00,-70,-70.0,0,null,292.0,a8:3a:79:c7:75:12,2026-04-28 00:19:17+00:00,75.0,37.42884242562106,-122.1720179914627,27.3648356874643
9efe467f76c1,2,kevinluo,indoor,1,2026-04-28 00:19:23.266134+00:00,2026-04-28 00:19:25.722201+00:00,-69,-69.0,0,null,292.0,a8:3a:79:c7:75:12,2026-04-28 00:19:33+00:00,76.0,37.42869590609427,-122.1720509931128,27.5667738403635
a1724a77d8c2,0,kevinluo,indoor,1,2026-04-28 00:19:28.267725+00:00,2026-04-28 00:19:28.355969+00:00,-69,-69.0,0,null,309.0,a8:3a:79:c7:75:12,2026-04-28 00:19:33+00:00,76.0,37.42869590609427,-122.1720509931128,27.5667738403635
a1724a77d8c2,1,kevinluo,indoor,1,2026-04-28 00:19:28.267725+00:00,2026-04-28 00:19:29.536445+00:00,-68,-68.0,0,null,309.0,a8:3a:79:c7:75:12,2026-04-28 00:19:33+00:00,76.0,37.42869590609427,-122.1720509931128,27.5667738403635
a1724a77d8c2,2,kevinluo,indoor,1,2026-04-28 00:19:28.267725+00:00,2026-04-28 00:19:30.717685+00:00,-65,-65.0,0,null,309.0,a8:3a:79:c7:75:12,2026-04-28 00:19:33+00:00,76.0,37.42869590609427,-122.1720509931128,27.5667738403635
5a0427b92ae1,0,kevinluo,indoor,1,2026-04-28 00:19:33.272663+00:00,2026-04-28 00:19:33.349815+00:00,-65,-65.0,0,null,390.0,a8:3a:79:c7:75:12,2026-04-28 00:19:33+00:00,76.0,37.42869590609427,-122.1720509931128,27.5667738403635
5a0427b92ae1,1,kevinluo,indoor,1,2026-04-28 00:19:33.272663+00:00,2026-04-28 00:19:34.545698+00:00,-65,-65.0,0,null,390.0,a8:3a:79:c7:75:12,2026-04-28 00:19:33+00:00,76.0,37.42869590609427,-122.1720509931128,27.5667738403635
5a0427b92ae1,2,kevinluo,indoor,1,2026-04-28 00:19:33.272663+00:00,2026-04-28 00:19:35.726178+00:00,-63,-63.0,0,null,390.0,a8:3a:79:c7:75:12,2026-04-28 00:19:33+00:00,76.0,37.42869590609427,-122.1720509931128,27.5667738403635
c160c3bc59ee,0,kevinluo,indoor,1,2026-04-28 00:19:38.277754+00:00,2026-04-28 00:19:38.353589+00:00,-63,-63.0,0,null,458.0,a8:3a:79:c7:75:12,2026-04-28 00:19:33+00:00,76.0,37.42869590609427,-122.1720509931128,27.5667738403635
c160c3bc59ee,1,kevinluo,indoor,1,2026-04-28 00:19:38.277754+00:00,2026-04-28 00:19:39.517155+00:00,-66,-66.0,0,null,458.0,a8:3a:79:c7:75:12,2026-04-28 00:19:33+00:00,76.0,37.42869590609427,-122.1720509931128,27.5667738403635
c160c3bc59ee,2,kevinluo,indoor,1,2026-04-28 00:19:38.277754+00:00,2026-04-28 00:19:40.700224+00:00,-79,-79.0,0,null,458.0,a8:3a:79:c7:75:12,2026-04-28 00:19:48+00:00,77.0,37.42878194879744,-122.1720399311285,27.6301533831547
1dd35d691959,0,kevinluo,indoor,1,2026-04-28 00:19:43.282881+00:00,2026-04-28 00:19:43.355547+00:00,-47,-47.0,-96,-96.0,0.0,a8:3a:79:c3:7d:52,2026-04-28 00:19:48+00:00,77.0,37.42878194879744,-122.1720399311285,27.6301533831547
1dd35d691959,1,kevinluo,indoor,1,2026-04-28 00:19:43.282881+00:00,2026-04-28 00:19:44.529201+00:00,-46,-46.0,-96,-96.0,0.0,a8:3a:79:c3:7d:52,2026-04-28 00:19:48+00:00,77.0,37.42878194879744,-122.1720399311285,27.6301533831547
1dd35d691959,2,kevinluo,indoor,1,2026-04-28 00:19:43.282881+00:00,2026-04-28 00:19:45.714382+00:00,-45,-45.0,-96,-96.0,0.0,a8:3a:79:c3:7d:52,2026-04-28 00:19:48+00:00,77.0,37.42878194879744,-122.1720399311285,27.6301533831547
3d19a5a84c32,0,kevinluo,indoor,1,2026-04-28 00:19:48.287952+00:00,2026-04-28 00:19:48.366428+00:00,-47,-47.0,-96,-96.0,573.0,a8:3a:79:c3:7d:52,2026-04-28 00:19:48+00:00,77.0,37.42878194879744,-122.1720399311285,27.6301533831547
3d19a5a84c32,1,kevinluo,indoor,1,2026-04-28 00:19:48.287952+00:00,2026-04-28 00:19:49.568735+00:00,-46,-46.0,-96,-96.0,573.0,a8:3a:79:c3:7d:52,2026-04-28 00:19:48+00:00,77.0,37.42878194879744,-122.1720399311285,27.6301533831547
3d19a5a84c32,2,kevinluo,indoor,1,2026-04-28 00:19:48.287952+00:00,2026-04-28 00:19:50.765432+00:00,-49,-49.0,-96,-96.0,573.0,a8:3a:79:c3:7d:52,2026-04-28 00:19:48+00:00,77.0,37.42878194879744,-122.1720399311285,27.6301533831547
e5323e829b9d,0,kevinluo,indoor,1,2026-04-28 00:19:53.293082+00:00,2026-04-28 00:19:53.377243+00:00,-44,-44.0,-96,-96.0,573.0,a8:3a:79:c3:7d:52,2026-04-28 00:19:48+00:00,77.0,37.42878194879744,-122.1720399311285,27.6301533831547
e5323e829b9d,1,kevinluo,indoor,1,2026-04-28 00:19:53.293082+00:00,2026-04-28 00:19:54.556043+00:00,-43,-43.0,-96,-96.0,573.0,a8:3a:79:c3:7d:52,2026-04-28 00:19:48+00:00,77.0,37.42878194879744,-122.1720399311285,27.6301533831547
e5323e829b9d,2,kevinluo,indoor,1,2026-04-28 00:19:53.293082+00:00,2026-04-28 00:19:55.738552+00:00,-44,-44.0,-96,-96.0,573.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:03+00:00,78.0,37.42875968839437,-122.1721125708087,28.8808681797236
bb786a6db9f4,0,kevinluo,indoor,1,2026-04-28 00:19:58.298252+00:00,2026-04-28 00:19:58.391843+00:00,-49,-49.0,-96,-96.0,573.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:03+00:00,78.0,37.42875968839437,-122.1721125708087,28.8808681797236
bb786a6db9f4,1,kevinluo,indoor,1,2026-04-28 00:19:58.298252+00:00,2026-04-28 00:19:59.577964+00:00,-52,-52.0,-96,-96.0,573.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:03+00:00,78.0,37.42875968839437,-122.1721125708087,28.8808681797236
bb786a6db9f4,2,kevinluo,indoor,1,2026-04-28 00:19:58.298252+00:00,2026-04-28 00:20:00.783807+00:00,-51,-51.0,-96,-96.0,573.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:03+00:00,78.0,37.42875968839437,-122.1721125708087,28.8808681797236
feeaa3c3b605,0,kevinluo,indoor,1,2026-04-28 00:20:03.303344+00:00,2026-04-28 00:20:03.378771+00:00,-60,-60.0,-96,-96.0,573.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:03+00:00,78.0,37.42875968839437,-122.1721125708087,28.8808681797236
feeaa3c3b605,1,kevinluo,indoor,1,2026-04-28 00:20:03.303344+00:00,2026-04-28 00:20:04.567605+00:00,-59,-59.0,-96,-96.0,573.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:03+00:00,78.0,37.42875968839437,-122.1721125708087,28.8808681797236
feeaa3c3b605,2,kevinluo,indoor,1,2026-04-28 00:20:03.303344+00:00,2026-04-28 00:20:05.759178+00:00,-64,-64.0,-96,-96.0,573.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:03+00:00,78.0,37.42875968839437,-122.1721125708087,28.8808681797236
6fbd620a4fa2,0,kevinluo,indoor,1,2026-04-28 00:20:08.308433+00:00,2026-04-28 00:20:08.410222+00:00,-63,-63.0,-96,-96.0,487.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:03+00:00,78.0,37.42875968839437,-122.1721125708087,28.8808681797236
6fbd620a4fa2,1,kevinluo,indoor,1,2026-04-28 00:20:08.308433+00:00,2026-04-28 00:20:09.595860+00:00,-61,-61.0,-96,-96.0,487.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:03+00:00,78.0,37.42875968839437,-122.1721125708087,28.8808681797236
6fbd620a4fa2,2,kevinluo,indoor,1,2026-04-28 00:20:08.308433+00:00,2026-04-28 00:20:10.788077+00:00,-60,-60.0,-96,-96.0,487.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:03+00:00,78.0,37.42875968839437,-122.1721125708087,28.8808681797236
b8cd2aa4e811,0,kevinluo,indoor,1,2026-04-28 00:20:13.309393+00:00,2026-04-28 00:20:13.394450+00:00,-62,-62.0,-96,-96.0,458.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:19+00:00,79.0,37.42883470853569,-122.1721081151686,27.4410737701123
b8cd2aa4e811,1,kevinluo,indoor,1,2026-04-28 00:20:13.309393+00:00,2026-04-28 00:20:14.573716+00:00,-62,-62.0,-96,-96.0,458.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:19+00:00,79.0,37.42883470853569,-122.1721081151686,27.4410737701123
b8cd2aa4e811,2,kevinluo,indoor,1,2026-04-28 00:20:13.309393+00:00,2026-04-28 00:20:15.767123+00:00,-64,-64.0,-96,-96.0,458.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:19+00:00,79.0,37.42883470853569,-122.1721081151686,27.4410737701123
f10584d37cd5,0,kevinluo,indoor,1,2026-04-28 00:20:18.314478+00:00,2026-04-28 00:20:18.391141+00:00,-72,-72.0,-97,-97.0,458.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:19+00:00,79.0,37.42883470853569,-122.1721081151686,27.4410737701123
f10584d37cd5,1,kevinluo,indoor,1,2026-04-28 00:20:18.314478+00:00,2026-04-28 00:20:19.587366+00:00,-74,-74.0,-97,-97.0,458.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:19+00:00,79.0,37.42883470853569,-122.1721081151686,27.4410737701123
f10584d37cd5,2,kevinluo,indoor,1,2026-04-28 00:20:18.314478+00:00,2026-04-28 00:20:20.780229+00:00,-76,-76.0,-97,-97.0,458.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:19+00:00,79.0,37.42883470853569,-122.1721081151686,27.4410737701123
050b3de9d8c3,0,kevinluo,indoor,1,2026-04-28 00:20:23.319751+00:00,2026-04-28 00:20:23.397647+00:00,-56,-56.0,0,null,0.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:19+00:00,79.0,37.42883470853569,-122.1721081151686,27.4410737701123
050b3de9d8c3,1,kevinluo,indoor,1,2026-04-28 00:20:23.319751+00:00,2026-04-28 00:20:24.700266+00:00,-60,-60.0,-92,-92.0,0.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:19+00:00,79.0,37.42883470853569,-122.1721081151686,27.4410737701123
050b3de9d8c3,2,kevinluo,indoor,1,2026-04-28 00:20:23.319751+00:00,2026-04-28 00:20:25.904962+00:00,-63,-63.0,-92,-92.0,0.0,a8:3a:79:c3:7d:52,2026-04-28 00:20:19+00:00,79.0,37.42883470853569,-122.1721081151686,27.4410737701123
c7ab27bbe8cc,0,kevinluo,indoor,1,2026-04-28 00:20:28.319742+00:00,2026-04-28 00:20:28.395647+00:00,-67,-67.0,-92,-92.0,0.0,a8:3a:79:c4:a9:12,2026-04-28 00:20:34+00:00,80.0,37.42894337640054,-122.172067474231,27.5181508174593
c7ab27bbe8cc,1,kevinluo,indoor,1,2026-04-28 00:20:28.319742+00:00,2026-04-28 00:20:29.606663+00:00,-66,-66.0,-96,-96.0,390.0,a8:3a:79:c4:a9:12,2026-04-28 00:20:34+00:00,80.0,37.42894337640054,-122.172067474231,27.5181508174593
c7ab27bbe8cc,2,kevinluo,indoor,1,2026-04-28 00:20:28.319742+00:00,2026-04-28 00:20:30.808208+00:00,-68,-68.0,-96,-96.0,390.0,a8:3a:79:c4:a9:12,2026-04-28 00:20:34+00:00,80.0,37.42894337640054,-122.172067474231,27.5181508174593
7ff89aa23be9,0,kevinluo,indoor,1,2026-04-28 00:20:33.324854+00:00,2026-04-28 00:20:33.427861+00:00,-74,-74.0,-96,-96.0,390.0,a8:3a:79:c4:a9:12,2026-04-28 00:20:34+00:00,80.0,37.42894337640054,-122.172067474231,27.5181508174593
7ff89aa23be9,1,kevinluo,indoor,1,2026-04-28 00:20:33.324854+00:00,2026-04-28 00:20:34.608248+00:00,-78,-78.0,-96,-96.0,309.0,a8:3a:79:c4:a9:12,2026-04-28 00:20:34+00:00,80.0,37.42894337640054,-122.172067474231,27.5181508174593
7ff89aa23be9,2,kevinluo,indoor,1,2026-04-28 00:20:33.324854+00:00,2026-04-28 00:20:35.792650+00:00,-79,-79.0,-96,-96.0,309.0,a8:3a:79:c4:a9:12,2026-04-28 00:20:34+00:00,80.0,37.42894337640054,-122.172067474231,27.5181508174593
d67146af053c,0,kevinluo,indoor,1,2026-04-28 00:20:38.326196+00:00,2026-04-28 00:20:38.417217+00:00,-65,-65.0,0,null,0.0,a8:3a:79:c7:75:12,2026-04-28 00:20:34+00:00,80.0,37.42894337640054,-122.172067474231,27.5181508174593
d67146af053c,1,kevinluo,indoor,1,2026-04-28 00:20:38.326196+00:00,2026-04-28 00:20:39.632100+00:00,-68,-68.0,0,null,0.0,a8:3a:79:c7:75:12,2026-04-28 00:20:34+00:00,80.0,37.42894337640054,-122.172067474231,27.5181508174593
d67146af053c,2,kevinluo,indoor,1,2026-04-28 00:20:38.326196+00:00,2026-04-28 00:20:40.813269+00:00,-66,-66.0,0,null,0.0,a8:3a:79:c7:75:12,2026-04-28 00:20:34+00:00,80.0,37.42894337640054,-122.172067474231,27.5181508174593
5c4460a71c57,0,kevinluo,indoor,1,2026-04-28 00:20:43.331187+00:00,2026-04-28 00:20:43.405643+00:00,-69,-69.0,0,null,412.0,a8:3a:79:c7:75:12,2026-04-28 00:20:50+00:00,81.0,37.42908082258589,-122.1721640171613,27.5679143644172
5c4460a71c57,1,kevinluo,indoor,1,2026-04-28 00:20:43.331187+00:00,2026-04-28 00:20:44.586590+00:00,-70,-70.0,0,null,412.0,a8:3a:79:c7:75:12,2026-04-28 00:20:50+00:00,81.0,37.42908082258589,-122.1721640171613,27.5679143644172
5c4460a71c57,2,kevinluo,indoor,1,2026-04-28 00:20:43.331187+00:00,2026-04-28 00:20:45.781813+00:00,-70,-70.0,0,null,412.0,a8:3a:79:c7:75:12,2026-04-28 00:20:50+00:00,81.0,37.42908082258589,-122.1721640171613,27.5679143644172
18b1b2ab2b2f,0,kevinluo,indoor,1,2026-04-28 00:20:48.332973+00:00,2026-04-28 00:20:48.421066+00:00,-71,-71.0,0,null,390.0,a8:3a:79:c7:75:12,2026-04-28 00:20:50+00:00,81.0,37.42908082258589,-122.1721640171613,27.5679143644172
18b1b2ab2b2f,1,kevinluo,indoor,1,2026-04-28 00:20:48.332973+00:00,2026-04-28 00:20:49.604256+00:00,-72,-72.0,0,null,390.0,a8:3a:79:c7:75:12,2026-04-28 00:20:50+00:00,81.0,37.42908082258589,-122.1721640171613,27.5679143644172
18b1b2ab2b2f,2,kevinluo,indoor,1,2026-04-28 00:20:48.332973+00:00,2026-04-28 00:20:50.805002+00:00,-72,-72.0,0,null,390.0,a8:3a:79:c7:75:12,2026-04-28 00:20:50+00:00,81.0,37.42908082258589,-122.1721640171613,27.5679143644172
fe902dbb6e73,0,kevinluo,indoor,1,2026-04-28 00:20:53.334163+00:00,2026-04-28 00:20:53.411713+00:00,-73,-73.0,0,null,412.0,a8:3a:79:c7:75:12,2026-04-28 00:20:50+00:00,81.0,37.42908082258589,-122.1721640171613,27.5679143644172
fe902dbb6e73,1,kevinluo,indoor,1,2026-04-28 00:20:53.334163+00:00,2026-04-28 00:20:54.594516+00:00,-73,-73.0,0,null,412.0,a8:3a:79:c7:75:12,2026-04-28 00:20:50+00:00,81.0,37.42908082258589,-122.1721640171613,27.5679143644172
fe902dbb6e73,2,kevinluo,indoor,1,2026-04-28 00:20:53.334163+00:00,2026-04-28 00:20:55.775979+00:00,-73,-73.0,0,null,412.0,a8:3a:79:c7:75:12,2026-04-28 00:20:50+00:00,81.0,37.42908082258589,-122.1721640171613,27.5679143644172
6bb1af38a437,0,kevinluo,indoor,1,2026-04-28 00:20:58.339382+00:00,2026-04-28 00:20:58.429680+00:00,-71,-71.0,0,null,344.0,a8:3a:79:c7:75:12,2026-04-28 00:21:05+00:00,82.0,37.42917787335168,-122.1721675792719,27.6656601937459
