measurement_set_id,measurement_set_sequence,measurement_set_timestamp_utc,sample_index,sample_timestamp_utc,collector_id,device_name,environment,building,floor,capture_interval_seconds_config,wdutil_samples_config,wdutil_delay_seconds_config,unredactor_found,unredactor_parse_error,unredactor_ssid,unredactor_bssid,unredactor_interface,wdutil_ssid,wdutil_bssid,wdutil_rssi_dbm,wdutil_noise_dbm,wdutil_tx_rate,wdutil_channel,wdutil_mac_address,wdutil_security,wdutil_phy_mode,wdutil_mcs_index,wdutil_nss,wdutil_cca,legacy_extra_columns_json,raw_measurement_json_path
ad565ba4760d,26,2026-04-30T22:18:52.737825+00:00,1,2026-04-30T22:18:53.547510+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c3:e1:92,en0,<redacted>,<redacted>,-86,-98,103.0 Mbps,5g140/40,<redacted> (hw=<redacted>),None,11ax,7,1,8 %,null,data/wifi_raw/ad565ba4760d.json
ad565ba4760d,26,2026-04-30T22:18:52.737825+00:00,2,2026-04-30T22:18:54.231897+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c3:e1:92,en0,<redacted>,<redacted>,-87,-98,103.0 Mbps,5g140/40,<redacted> (hw=<redacted>),None,11ax,7,1,8 %,null,data/wifi_raw/ad565ba4760d.json
af9fae341949,27,2026-04-30T22:18:57.743408+00:00,0,2026-04-30T22:18:57.839807+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:25:89:2e,en0,<redacted>,<redacted>,-82,0,0.0 Mbps,5g36/40,<redacted> (hw=<redacted>),None,11ac,5,2,0 %,null,data/wifi_raw/af9fae341949.json
af9fae341949,27,2026-04-30T22:18:57.743408+00:00,1,2026-04-30T22:18:58.569802+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:25:89:2e,en0,<redacted>,<redacted>,-82,0,0.0 Mbps,5g36/40,<redacted> (hw=<redacted>),None,11ac,2,2,0 %,null,data/wifi_raw/af9fae341949.json
af9fae341949,27,2026-04-30T22:18:57.743408+00:00,2,2026-04-30T22:18:59.275204+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:25:89:2e,en0,<redacted>,<redacted>,-85,0,0.0 Mbps,5g36/40,<redacted> (hw=<redacted>),None,11ac,2,2,0 %,null,data/wifi_raw/af9fae341949.json
3960256d78ff,28,2026-04-30T22:19:02.748674+00:00,0,2026-04-30T22:19:02.853326+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:25:89:2e,en0,<redacted>,<redacted>,-84,-95,13.0 Mbps,5g36/40,<redacted> (hw=<redacted>),None,11ac,1,1,57 %,null,data/wifi_raw/3960256d78ff.json
3960256d78ff,28,2026-04-30T22:19:02.748674+00:00,1,2026-04-30T22:19:03.567356+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:25:89:2e,en0,<redacted>,<redacted>,-85,-95,13.0 Mbps,5g36/40,<redacted> (hw=<redacted>),None,11ac,1,1,57 %,null,data/wifi_raw/3960256d78ff.json
3960256d78ff,28,2026-04-30T22:19:02.748674+00:00,2,2026-04-30T22:19:04.306530+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:25:89:2e,en0,<redacted>,<redacted>,-83,-95,13.0 Mbps,5g36/40,<redacted> (hw=<redacted>),None,11ac,1,1,57 %,null,data/wifi_raw/3960256d78ff.json
10dd2c560c42,29,2026-04-30T22:19:07.753731+00:00,0,2026-04-30T22:19:07.836812+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:25:89:2e,en0,<redacted>,<redacted>,-82,-95,54.0 Mbps,5g36/40,<redacted> (hw=<redacted>),None,11ac,1,1,15 %,null,data/wifi_raw/10dd2c560c42.json
10dd2c560c42,29,2026-04-30T22:19:07.753731+00:00,1,2026-04-30T22:19:08.517772+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:25:89:2e,en0,<redacted>,<redacted>,-81,-95,54.0 Mbps,5g36/40,<redacted> (hw=<redacted>),None,11ac,1,1,15 %,null,data/wifi_raw/10dd2c560c42.json
10dd2c560c42,29,2026-04-30T22:19:07.753731+00:00,2,2026-04-30T22:19:09.264110+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:25:89:2e,en0,<redacted>,<redacted>,-80,-95,54.0 Mbps,5g36/40,<redacted> (hw=<redacted>),None,11ac,1,1,15 %,null,data/wifi_raw/10dd2c560c42.json
ce81ea416217,30,2026-04-30T22:19:12.757902+00:00,0,2026-04-30T22:19:12.850354+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:25:89:2e,en0,<redacted>,<redacted>,-74,-95,52.0 Mbps,5g36/40,<redacted> (hw=<redacted>),None,11ac,4,1,12 %,null,data/wifi_raw/ce81ea416217.json
ce81ea416217,30,2026-04-30T22:19:12.757902+00:00,1,2026-04-30T22:19:13.525795+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:25:89:2e,en0,<redacted>,<redacted>,-75,-95,52.0 Mbps,5g36/40,<redacted> (hw=<redacted>),None,11ac,4,1,12 %,null,data/wifi_raw/ce81ea416217.json
ce81ea416217,30,2026-04-30T22:19:12.757902+00:00,2,2026-04-30T22:19:14.236342+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:25:89:2e,en0,<redacted>,<redacted>,-74,-95,52.0 Mbps,5g36/40,<redacted> (hw=<redacted>),None,11ac,4,1,12 %,null,data/wifi_raw/ce81ea416217.json
33bf0a84d10e,31,2026-04-30T22:19:17.761275+00:00,0,2026-04-30T22:19:17.843504+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:25:89:2e,en0,<redacted>,<redacted>,-76,-95,81.0 Mbps,5g36/40,<redacted> (hw=<redacted>),None,11ac,4,1,12 %,null,data/wifi_raw/33bf0a84d10e.json
33bf0a84d10e,31,2026-04-30T22:19:17.761275+00:00,1,2026-04-30T22:19:18.529722+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:25:89:2e,en0,<redacted>,<redacted>,-76,-95,81.0 Mbps,5g36/40,<redacted> (hw=<redacted>),None,11ac,4,1,12 %,null,data/wifi_raw/33bf0a84d10e.json
33bf0a84d10e,31,2026-04-30T22:19:17.761275+00:00,2,2026-04-30T22:19:19.240491+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:25:89:2e,en0,<redacted>,<redacted>,-77,-95,81.0 Mbps,5g36/40,<redacted> (hw=<redacted>),None,11ac,4,1,12 %,null,data/wifi_raw/33bf0a84d10e.json
89deb4ad9e08,32,2026-04-30T22:19:22.766548+00:00,0,2026-04-30T22:19:22.883636+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c3:e1:92,en0,<redacted>,<redacted>,-71,-98,0.0 Mbps,5g140/40,<redacted> (hw=<redacted>),None,11ax,7,2,0 %,null,data/wifi_raw/89deb4ad9e08.json
89deb4ad9e08,32,2026-04-30T22:19:22.766548+00:00,1,2026-04-30T22:19:23.717861+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c3:e1:92,en0,<redacted>,<redacted>,-72,-98,0.0 Mbps,5g140/40,<redacted> (hw=<redacted>),None,11ax,6,2,0 %,null,data/wifi_raw/89deb4ad9e08.json
89deb4ad9e08,32,2026-04-30T22:19:22.766548+00:00,2,2026-04-30T22:19:24.449353+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c3:e1:92,en0,<redacted>,<redacted>,-73,-98,0.0 Mbps,5g140/40,<redacted> (hw=<redacted>),None,11ax,6,2,12 %,null,data/wifi_raw/89deb4ad9e08.json
30e343005ac7,33,2026-04-30T22:19:27.771130+00:00,0,2026-04-30T22:19:27.862190+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c3:e1:92,en0,<redacted>,<redacted>,-77,-98,206.0 Mbps,5g140/40,<redacted> (hw=<redacted>),None,11ax,5,2,7 %,null,data/wifi_raw/30e343005ac7.json
30e343005ac7,33,2026-04-30T22:19:27.771130+00:00,1,2026-04-30T22:19:28.573078+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c3:e1:92,en0,<redacted>,<redacted>,-73,-98,206.0 Mbps,5g140/40,<redacted> (hw=<redacted>),None,11ax,5,2,7 %,null,data/wifi_raw/30e343005ac7.json
30e343005ac7,33,2026-04-30T22:19:27.771130+00:00,2,2026-04-30T22:19:29.296606+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c3:e1:92,en0,<redacted>,<redacted>,-73,-98,206.0 Mbps,5g140/40,<redacted> (hw=<redacted>),None,11ax,5,2,7 %,null,data/wifi_raw/30e343005ac7.json
dee4423a755e,34,2026-04-30T22:19:32.772403+00:00,0,2026-04-30T22:19:32.863658+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c3:e1:92,en0,<redacted>,<redacted>,-79,-98,309.0 Mbps,5g140/40,<redacted> (hw=<redacted>),None,11ax,6,2,15 %,null,data/wifi_raw/dee4423a755e.json
dee4423a755e,34,2026-04-30T22:19:32.772403+00:00,1,2026-04-30T22:19:33.564770+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c3:e1:92,en0,<redacted>,<redacted>,-79,-98,309.0 Mbps,5g140/40,<redacted> (hw=<redacted>),None,11ax,6,2,15 %,null,data/wifi_raw/dee4423a755e.json
dee4423a755e,34,2026-04-30T22:19:32.772403+00:00,2,2026-04-30T22:19:34.272952+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c3:e1:92,en0,<redacted>,<redacted>,-62,-97,0.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,10,2,13 %,null,data/wifi_raw/dee4423a755e.json
d75a8bae453d,35,2026-04-30T22:19:37.776667+00:00,0,2026-04-30T22:19:37.867414+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c4:8b:52,en0,<redacted>,<redacted>,-65,-97,0.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,9,2,0 %,null,data/wifi_raw/d75a8bae453d.json
d75a8bae453d,35,2026-04-30T22:19:37.776667+00:00,1,2026-04-30T22:19:38.555889+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c4:8b:52,en0,<redacted>,<redacted>,-65,-97,0.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,9,2,0 %,null,data/wifi_raw/d75a8bae453d.json
d75a8bae453d,35,2026-04-30T22:19:37.776667+00:00,2,2026-04-30T22:19:39.274525+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c4:8b:52,en0,<redacted>,<redacted>,-64,-97,412.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,9,2,0 %,null,data/wifi_raw/d75a8bae453d.json
460c1cf0d03d,36,2026-04-30T22:19:42.780768+00:00,0,2026-04-30T22:19:42.873442+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c4:8b:52,en0,<redacted>,<redacted>,-69,-97,412.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,8,2,0 %,null,data/wifi_raw/460c1cf0d03d.json
460c1cf0d03d,36,2026-04-30T22:19:42.780768+00:00,1,2026-04-30T22:19:43.574926+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c4:8b:52,en0,<redacted>,<redacted>,-72,-97,412.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,8,2,0 %,null,data/wifi_raw/460c1cf0d03d.json
460c1cf0d03d,36,2026-04-30T22:19:42.780768+00:00,2,2026-04-30T22:19:44.282791+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c4:8b:52,en0,<redacted>,<redacted>,-71,-97,325.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,8,2,0 %,null,data/wifi_raw/460c1cf0d03d.json
72005f4e0381,37,2026-04-30T22:19:47.784629+00:00,0,2026-04-30T22:19:47.871574+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c4:8b:52,en0,<redacted>,<redacted>,-73,-97,325.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,7,2,0 %,null,data/wifi_raw/72005f4e0381.json
72005f4e0381,37,2026-04-30T22:19:47.784629+00:00,1,2026-04-30T22:19:48.551608+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c4:8b:52,en0,<redacted>,<redacted>,-74,-97,325.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,7,2,0 %,null,data/wifi_raw/72005f4e0381.json
72005f4e0381,37,2026-04-30T22:19:47.784629+00:00,2,2026-04-30T22:19:49.266168+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c4:8b:52,en0,<redacted>,<redacted>,-73,-97,344.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,7,2,0 %,null,data/wifi_raw/72005f4e0381.json
45f10d960cfb,38,2026-04-30T22:19:52.787822+00:00,0,2026-04-30T22:19:52.881706+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c4:8b:52,en0,<redacted>,<redacted>,-81,-97,344.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,7,2,5 %,null,data/wifi_raw/45f10d960cfb.json
45f10d960cfb,38,2026-04-30T22:19:52.787822+00:00,1,2026-04-30T22:19:53.582354+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c4:8b:52,en0,<redacted>,<redacted>,-80,-97,344.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,5,2,5 %,null,data/wifi_raw/45f10d960cfb.json
45f10d960cfb,38,2026-04-30T22:19:52.787822+00:00,2,2026-04-30T22:19:54.296927+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:c4:8b:52,en0,<redacted>,<redacted>,-81,-97,206.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,5,2,5 %,null,data/wifi_raw/45f10d960cfb.json
a2c803d0aa4f,39,2026-04-30T22:19:57.789488+00:00,0,2026-04-30T22:19:57.921075+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:10:01:ce,en0,<redacted>,<redacted>,-60,-93,0.0 Mbps,5g52/40,<redacted> (hw=<redacted>),None,11ac,9,2,0 %,null,data/wifi_raw/a2c803d0aa4f.json
a2c803d0aa4f,39,2026-04-30T22:19:57.789488+00:00,1,2026-04-30T22:19:58.789247+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:10:01:ce,en0,<redacted>,<redacted>,-73,-93,0.0 Mbps,5g52/40,<redacted> (hw=<redacted>),None,11ac,9,2,0 %,null,data/wifi_raw/a2c803d0aa4f.json
a2c803d0aa4f,39,2026-04-30T22:19:57.789488+00:00,2,2026-04-30T22:19:59.669040+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:10:01:ce,en0,<redacted>,<redacted>,-71,-93,0.0 Mbps,5g52/40,<redacted> (hw=<redacted>),None,11ac,6,2,0 %,null,data/wifi_raw/a2c803d0aa4f.json
1229ba505efc,40,2026-04-30T22:20:02.791360+00:00,0,2026-04-30T22:20:02.886164+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:10:01:ce,en0,<redacted>,<redacted>,-77,-95,180.0 Mbps,5g52/40,<redacted> (hw=<redacted>),None,11ac,4,2,12 %,null,data/wifi_raw/1229ba505efc.json
1229ba505efc,40,2026-04-30T22:20:02.791360+00:00,1,2026-04-30T22:20:03.620051+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:10:01:ce,en0,<redacted>,<redacted>,-75,-95,180.0 Mbps,5g52/40,<redacted> (hw=<redacted>),None,11ac,4,2,23 %,null,data/wifi_raw/1229ba505efc.json
1229ba505efc,40,2026-04-30T22:20:02.791360+00:00,2,2026-04-30T22:20:04.306197+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:10:01:ce,en0,<redacted>,<redacted>,-78,-95,180.0 Mbps,5g52/40,<redacted> (hw=<redacted>),None,11ac,4,2,23 %,null,data/wifi_raw/1229ba505efc.json
5fa1424ca565,41,2026-04-30T22:20:07.793474+00:00,0,2026-04-30T22:20:07.899470+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:10:01:ce,en0,<redacted>,<redacted>,-84,-97,162.0 Mbps,5g52/40,<redacted> (hw=<redacted>),None,11ac,4,2,9 %,null,data/wifi_raw/5fa1424ca565.json
5fa1424ca565,41,2026-04-30T22:20:07.793474+00:00,1,2026-04-30T22:20:08.607872+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:10:01:ce,en0,<redacted>,<redacted>,-86,-97,162.0 Mbps,5g52/40,<redacted> (hw=<redacted>),None,11ac,4,2,8 %,null,data/wifi_raw/5fa1424ca565.json
5fa1424ca565,41,2026-04-30T22:20:07.793474+00:00,2,2026-04-30T22:20:09.317204+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,5c:5a:c7:10:01:ce,en0,<redacted>,<redacted>,-87,-97,162.0 Mbps,5g52/40,<redacted> (hw=<redacted>),None,11ac,4,2,8 %,null,data/wifi_raw/5fa1424ca565.json
c9db44859f23,42,2026-04-30T22:20:12.798576+00:00,0,2026-04-30T22:20:12.891023+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-69,0,0.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,0 %,null,data/wifi_raw/c9db44859f23.json
c9db44859f23,42,2026-04-30T22:20:12.798576+00:00,1,2026-04-30T22:20:13.634676+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-69,-88,0.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,0 %,null,data/wifi_raw/c9db44859f23.json
c9db44859f23,42,2026-04-30T22:20:12.798576+00:00,2,2026-04-30T22:20:14.351682+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-70,-88,0.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,0 %,null,data/wifi_raw/c9db44859f23.json
96c7883f7ab7,43,2026-04-30T22:20:17.803176+00:00,0,2026-04-30T22:20:17.908751+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-70,-96,154.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,0 %,null,data/wifi_raw/96c7883f7ab7.json
96c7883f7ab7,43,2026-04-30T22:20:17.803176+00:00,1,2026-04-30T22:20:18.610618+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-69,-96,154.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,0 %,null,data/wifi_raw/96c7883f7ab7.json
96c7883f7ab7,43,2026-04-30T22:20:17.803176+00:00,2,2026-04-30T22:20:19.318192+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-68,-96,154.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,0 %,null,data/wifi_raw/96c7883f7ab7.json
0378ab1c5f12,44,2026-04-30T22:20:22.808373+00:00,0,2026-04-30T22:20:22.902119+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-65,-96,309.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,15 %,null,data/wifi_raw/0378ab1c5f12.json
0378ab1c5f12,44,2026-04-30T22:20:22.808373+00:00,1,2026-04-30T22:20:23.601228+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-65,-96,309.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,13 %,null,data/wifi_raw/0378ab1c5f12.json
0378ab1c5f12,44,2026-04-30T22:20:22.808373+00:00,2,2026-04-30T22:20:24.313284+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-67,-96,309.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,13 %,null,data/wifi_raw/0378ab1c5f12.json
a162f1384ebc,45,2026-04-30T22:20:27.813622+00:00,0,2026-04-30T22:20:27.893152+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-67,-96,390.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,6 %,null,data/wifi_raw/a162f1384ebc.json
a162f1384ebc,45,2026-04-30T22:20:27.813622+00:00,1,2026-04-30T22:20:28.573128+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-66,-96,390.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,6 %,null,data/wifi_raw/a162f1384ebc.json
a162f1384ebc,45,2026-04-30T22:20:27.813622+00:00,2,2026-04-30T22:20:29.294571+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-69,-96,390.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,6 %,null,data/wifi_raw/a162f1384ebc.json
be6a81f6ea35,46,2026-04-30T22:20:32.818679+00:00,0,2026-04-30T22:20:32.895237+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-61,-98,309.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,6 %,null,data/wifi_raw/be6a81f6ea35.json
be6a81f6ea35,46,2026-04-30T22:20:32.818679+00:00,1,2026-04-30T22:20:33.576230+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-63,-96,309.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,6 %,null,data/wifi_raw/be6a81f6ea35.json
be6a81f6ea35,46,2026-04-30T22:20:32.818679+00:00,2,2026-04-30T22:20:34.301883+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-65,-96,309.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,6 %,null,data/wifi_raw/be6a81f6ea35.json
352167bc1211,47,2026-04-30T22:20:37.820886+00:00,0,2026-04-30T22:20:37.915863+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-64,-96,195.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,6 %,null,data/wifi_raw/352167bc1211.json
352167bc1211,47,2026-04-30T22:20:37.820886+00:00,1,2026-04-30T22:20:38.601016+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-68,-96,195.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,6 %,null,data/wifi_raw/352167bc1211.json
352167bc1211,47,2026-04-30T22:20:37.820886+00:00,2,2026-04-30T22:20:39.285361+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-68,-96,195.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,6 %,null,data/wifi_raw/352167bc1211.json
ba5c3ca037c1,48,2026-04-30T22:20:42.825901+00:00,0,2026-04-30T22:20:42.901359+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-68,-96,344.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,6 %,null,data/wifi_raw/ba5c3ca037c1.json
ba5c3ca037c1,48,2026-04-30T22:20:42.825901+00:00,1,2026-04-30T22:20:43.582744+00:00,kevinluo,DN0a22c04d.SUNet,outdoor,,1,5.0,3,0.5,true,,Stanford,a8:3a:79:ca:b9:12,en0,<redacted>,<redacted>,-72,-98,344.0 Mbps,5g60/40,<redacted> (hw=<redacted>),None,11ax,7,2,6 %,null,data/wifi_raw/ba5c3ca037c1.json
